id,split,stratum,problem_type,question_length,answer_sign,answer_magnitude
train-010869,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-010870,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,171,positive,d2
train-010871,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,194,positive,d1
train-010872,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,264,positive,d3
train-010873,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,110,positive,d1
train-010874,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,148,positive,d2
train-010875,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,293,positive,d3
train-010876,train,gt512|positive|d3|geometry,geometry,513,positive,d3
train-010877,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,239,positive,d2
train-010878,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,67,positive,d1
train-010879,train,gt512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,1129,positive,d3
train-010880,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,132,positive,d3
train-010881,train,129_256|positive|d6_plus|combinatorics_probability,combinatorics_probability,211,positive,d6_plus
train-010882,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,187,positive,d1
train-010883,train,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,239,positive,d6_plus
train-010884,train,257_512|positive|d2|geometry,geometry,320,positive,d2
train-010885,validation,129_256|positive|d1|geometry,geometry,221,positive,d1
train-010886,train,gt512|positive|d6_plus|algebra,algebra,828,positive,d6_plus
train-010887,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,220,positive,d2
train-010888,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,336,positive,d2
train-010889,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,307,positive,d3
train-010890,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,204,positive,d1
train-010891,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,232,positive,d3
train-010892,train,gt512|positive|d3|geometry,geometry,550,positive,d3
train-010893,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,216,positive,d4_5
train-010894,validation,gt512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,544,positive,d2
train-010895,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,265,positive,d2
train-010896,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,125,positive,d2
train-010897,train,le128|zero|d1|arithmetic_word_problem,arithmetic_word_problem,67,zero,d1
train-010898,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,235,positive,d2
train-010899,train,257_512|positive|d1|algebra,algebra,318,positive,d1
train-010900,train,129_256|positive|d2|combinatorics_probability,combinatorics_probability,248,positive,d2
train-010901,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,265,positive,d3
train-010902,train,le128|negative|d1|algebra,algebra,89,negative,d1
train-010903,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,255,positive,d2
train-010904,train,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,136,positive,d6_plus
train-010905,train,129_256|positive|d2|number_theory,number_theory,143,positive,d2
train-010906,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,240,positive,d1
train-010907,train,129_256|positive|d3|combinatorics_probability,combinatorics_probability,131,positive,d3
train-010908,train,129_256|positive|d2|number_theory,number_theory,140,positive,d2
train-010909,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,24,negative,d1
train-010910,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,175,positive,d1
train-010911,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,348,positive,d1
train-010912,train,129_256|positive|d2|geometry,geometry,135,positive,d2
train-010913,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,237,positive,d2
train-010915,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,310,positive,d1
train-010916,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,384,positive,d3
train-010917,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,195,positive,d2
train-010918,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,198,positive,d1
train-010919,train,le128|positive|d3|number_theory,number_theory,112,positive,d3
train-010920,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,333,positive,d3
train-010921,train,129_256|positive|d1|geometry,geometry,189,positive,d1
train-010922,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,192,positive,d1
train-010923,train,129_256|positive|d6_plus|combinatorics_probability,combinatorics_probability,159,positive,d6_plus
train-010924,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,234,positive,d2
train-010925,train,gt512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,574,positive,d4_5
train-010926,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,337,positive,d2
train-010927,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,215,positive,d3
train-010928,train,257_512|positive|d2|geometry,geometry,439,positive,d2
train-010929,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,113,positive,d1
train-010930,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,296,positive,d4_5
train-010931,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,77,negative,d1
train-010932,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,125,positive,d3
train-010933,train,le128|negative|d1|arithmetic_word_problem,arithmetic_word_problem,89,negative,d1
train-010934,train,le128|positive|d4_5|number_theory,number_theory,84,positive,d4_5
train-010935,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,292,positive,d2
train-010936,validation,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,78,positive,d2
train-010937,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,187,positive,d2
train-010938,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,145,positive,d1
train-010939,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,138,positive,d1
train-010940,train,129_256|positive|d1|algebra,algebra,143,positive,d1
train-010941,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,220,positive,d3
train-010942,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,156,positive,d2
train-010943,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,188,positive,d1
train-010944,train,257_512|positive|d2|number_theory,number_theory,297,positive,d2
train-010945,train,le128|positive|d1|geometry,geometry,112,positive,d1
train-010946,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,221,positive,d1
train-010947,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,116,positive,d1
train-010948,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,229,positive,d2
train-010949,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,290,positive,d2
train-010950,train,le128|positive|d4_5|algebra,algebra,64,positive,d4_5
train-010951,train,le128|positive|d3|geometry,geometry,93,positive,d3
train-010952,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,493,positive,d2
train-010953,train,129_256|positive|d2|number_theory,number_theory,142,positive,d2
train-010954,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,178,positive,d3
train-010955,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-010956,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,249,positive,d1
train-010958,train,129_256|positive|d2|geometry,geometry,237,positive,d2
train-010959,train,257_512|positive|d3|number_theory,number_theory,463,positive,d3
train-010960,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,245,positive,d3
train-010961,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,167,positive,d3
train-010962,train,129_256|positive|d1|geometry,geometry,196,positive,d1
train-010963,train,129_256|negative|d4_5|algebra,algebra,195,negative,d4_5
train-010964,train,gt512|positive|d3|geometry,geometry,530,positive,d3
train-010965,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,247,positive,d1
train-010966,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,120,positive,d3
train-010967,train,le128|positive|d2|geometry,geometry,119,positive,d2
train-010968,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,107,positive,d1
train-010970,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,240,positive,d1
train-010971,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,169,positive,d1
train-010972,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,179,positive,d2
train-010973,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,321,positive,d2
train-010974,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,52,positive,d3
train-010975,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,236,positive,d2
train-010976,train,257_512|positive|d3|algebra,algebra,379,positive,d3
train-010977,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,263,positive,d2
train-010978,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,305,positive,d2
train-010979,train,le128|positive|d2|geometry,geometry,101,positive,d2
train-010980,train,257_512|positive|d2|geometry,geometry,392,positive,d2
train-010981,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,91,positive,d2
train-010982,train,le128|zero|d1|algebra,algebra,98,zero,d1
train-010983,train,129_256|positive|d1|geometry,geometry,140,positive,d1
train-010984,train,129_256|positive|d3|geometry,geometry,184,positive,d3
train-010985,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,209,positive,d2
train-010986,train,129_256|positive|d1|geometry,geometry,163,positive,d1
train-010987,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,112,positive,d2
train-010988,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,334,positive,d2
train-010989,train,257_512|positive|d6_plus|geometry,geometry,357,positive,d6_plus
train-010990,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,105,positive,d1
train-010991,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,147,positive,d2
train-010992,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,240,positive,d2
train-010993,train,gt512|positive|d4_5|combinatorics_probability,combinatorics_probability,646,positive,d4_5
train-010994,validation,257_512|positive|d4_5|algebra,algebra,272,positive,d4_5
train-010995,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,73,positive,d1
train-010996,train,le128|positive|d2|number_theory,number_theory,124,positive,d2
train-010998,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,171,positive,d2
train-010999,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,186,positive,d3
train-011000,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,244,positive,d3
train-011001,train,le128|positive|d1|algebra,algebra,117,positive,d1
train-011002,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,185,positive,d1
train-011003,train,le128|positive|d2|number_theory,number_theory,57,positive,d2
train-011004,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,136,positive,d2
train-011005,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,200,positive,d2
train-011006,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,275,positive,d3
train-011007,validation,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,160,negative,d1
train-011008,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,62,positive,d4_5
train-011009,train,129_256|positive|d1|number_theory,number_theory,195,positive,d1
train-011010,validation,257_512|positive|d2|geometry,geometry,358,positive,d2
train-011011,train,le128|positive|d2|algebra,algebra,102,positive,d2
train-011012,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,200,positive,d2
train-011013,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,97,positive,d2
train-011014,train,129_256|positive|d4_5|algebra,algebra,247,positive,d4_5
train-011015,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,63,positive,d1
train-011016,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,124,positive,d2
train-011017,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,43,positive,d2
train-011018,train,129_256|positive|d1|geometry,geometry,173,positive,d1
train-011019,validation,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,443,positive,d2
train-011020,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,217,positive,d2
train-011021,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,100,positive,d3
train-011022,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,281,positive,d1
train-011023,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,149,positive,d2
